course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
1302,Data Analytics & Visualisation (in Digital Communication in Diploma in Design (Digital Commerce & Experience)),Temasek Polytechnic,Communication,509.4,60.0,Unspecified,,"The course equips graduates with the creative knowledge, digital design and strategy skills to support the growth of digital commerce and online experiences.",51,0
1303,Data Communication and Applications,Institute of Technical Education,Communication,628.975,120.0,Unspecified,,"On completion of the module, students should be able to apply the knowledge, techniques and skills to develop Machine-to-Machine (M2M) communication applications involving life-style and automation.",51,0
1304,Data Mining Techniques,Singapore Polytechnic,Communication,1740.45,61.5,Unspecified,,"The course seeks to equip students with the knowledge and  skills to carry out their job roles under the private and auxiliary police career track under the security industry in the areas of:_x000D_ â€¢ border security functions,_x000D_ â€¢ information management,_x000D_ â€¢ security risk management",51,0
1305,Data Programming,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Communication,481.8,36.0,Beginner,,"This course introduces students to the language (that is, protocol) adopted in the_x000D_ communication between a web server and client (browser), called the HyperText_x000D_ Transport Protocol (HTTP).",51,0
1306,Data Science for 5G (Classroom & Asynchronous),NATIONAL UNIVERSITY OF SINGAPORE,Communication,1140.0,28.0,Unspecified,,"This course will focus on the processing, visualization, and utilization of data from 5G sources in the built environment. A hybrid learning method between e-learning and in-class hands-on group coding will be used to give participants skills in data science as well as communication and presentation",51,0
1308,Deliver Impactful Business Presentations,INTELLISOFT TRAINING PTE. LTD.,Communication,300.0,16.0,Intermediate,,"This course aims to develop the knowledge and skills required to develop and deliver a presentation. _x000D_ _x000D_ Upon completion of this unit, learners will understand best practice in developing presentations and will be able to develop a structured presentation as well as prepare for and deliv",51,0
1309,Delivering Successful Presentations,Nanyang Polytechnic,Communication,200.0,7.0,Unspecified,,Learners will be able to:_x000D_ â€¢ Analyse communication objectives and stakeholders to determine relevant presentation techniques to engage their audience confidently_x000D_ _x000D_ â€¢ Create impactful presentation content and visual aids to bring across key messages effectively _x000D_ _x000D_,51,0
1310,Delivering Successful Presentations (Synchronous E-learning),Nanyang Polytechnic,Communication,200.0,7.0,Unspecified,,Learners will be able to:_x000D_ _x000D_ â€¢ Analyse communication objectives and stakeholders to determine relevant presentation techniques to engage their audience confidently_x000D_ _x000D_ â€¢ Create impactful presentation content and visual aids to bring across key messages effectively _x000D_,51,0
1311,Develop Effective Team Engagement (Part of SCTP),Asian Culinary Institute of Singapore,Communication,255.0,24.0,Intermediate,,"This course focuses on enhancing organizational efficiency through effective work teams. It covers the role of communication and strategic priorities in driving team success, while addressing challenges posed by evolving trends, shifting mindsets, and changing stakeholder expectations. Learners will",51,0
1312,Develop Human Resource Policy Framework (SFw HR),SINGAPORE NATIONAL EMPLOYERS FEDERATION,Communication,260.0,17.0,Unspecified,,"This unit addresses the knowledge and application skills to develop a broad policy framework to support the successful implementation of organisational human resource (HR) objectives. It includes the review, development and evaluation of HR framework, policies and procedures, development of communic",51,0
1313,Develop Organization Relationships,YMCA EDUCATION CENTRE LIMITED,Communication,375.0,16.0,Unspecified,,"This module seeks to equip leaders and managers with the knowledge, attitudes and skills to embrace best practices in building relationships in the organization by facilitating a culture of open communication, inclusion and embracing workforce diversity._x000D_ Learners will also be trained in peopl",51,0
1314,Develop Self and Teams to Achieve Organisation's Goals,SERVICE QUALITY CENTRE PTE. LTD.,Communication,225.0,14.0,Unspecified,,LU 1: Organise Team Members to align with Organisationâ€™s Goals_x000D_ LU 2: Set Goals to meet Organisationâ€™s Vision _x000D_ LU 3: Implement Effective Communication Techniques to Develop Team Members _x000D_ LU 4: Monitor Development of Self and Team Growth..,51,0
1315,Develop a Work Team,SINGAPORE NATIONAL EMPLOYERS FEDERATION,Communication,225.0,16.0,Unspecified,,"On completion of this unit, the learner will be_x000D_ able to establish teams, delegate tasks and_x000D_ allocate resources for teams to achieve_x000D_ organisational goals, as well as cultivate open_x000D_ communication and teamwork, and monitor,_x000D_ evaluate and recognise the progress and_x000",51,0
1316,Develop a Work Team,SSA ACADEMY PTE. LTD.,Communication,250.0,16.0,Unspecified,,"""On completion of this unit, participants will be able to establish teams, delegate tasks and allocate resources for teams to achieve_x000D_ organisational goals, as well as cultivate open communication and teamwork, and monitor, evaluate and recognise the progress and_x000D_ performance of teams in",51,0
1317,Developing Creative Thinking Strategy for Tomorrow (Classroom & Synchronous),SINGAPORE NATIONAL EMPLOYERS FEDERATION,Communication,250.0,14.0,Unspecified,,"At the end of the course, learner will be able to:_x000D_ _x000D_ 1. Formulate strategies to achieve organisational creativity and innovation goals. _x000D_ 2. Evaluate strategies to safe-guard effective innovation culture _x000D_ 3. Lead effective communication throughout the organisation using var",51,0
1318,Developing Interpersonal Communication Skills for Success,EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,Communication,175.0,14.0,Unspecified,,At the end of this course learners will be able to:_x000D_ - Define and construct messages based on desired outcomes_x000D_ - Identify appropriate communication channels and processing techniques based on information processing techniques_x000D_ - Identify types of communication channels and tools t,51,0
1319,Developing a Diversity and Inclusive Harmonious Workplace,STEVENSON HURECA PTE. LTD.,Communication,500.0,16.0,Beginner,,"In this course, Learners will be able to:_x000D_ _x000D_ LO1: Explain the dimensions of diversity, key concepts of relevant to workplace diversity, and the potential benefits of fostering a diverse and inclusive workplace._x000D_ _x000D_ LO2: Evaluate best practices in diversity and inclusion manage",51,0
1321,Digital Branding,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Communication,792.0,18.5,Unspecified,,1 Analyse the different extent brands have influenced their target audience across different digital touchpoints._x000D_ 2 Appraise the evolving role of branding in the digital space and how to align it with traditional platforms._x000D_ 3 Evaluate the usage of different elements of a brand strategy,51,0
1322,Digital Business Innovation (Classroom & Asynchronous),TRAINING VISION INSTITUTE PTE. LTD.,Communication,750.0,26.5,Unspecified,,The learners will acquire the knowledge and abilities to identify and evaluate digitisation and innovative business opportunities provided by new advancements in information and communication technology to establish new services or businesses to bridge the physical and digital worlds,51,0
